,Bed,Bath,m²,Price,Address,Property_type,New_build,Page
16362,3,1,92.0,525000,"126 Botanic Avenue, Glasnevin, Dublin 9",Semi-D,no,809
16363,,,2832.74655011938,75000,"Follistown, Navan, Co. Meath",Site,no,809
16364,4,2,123.0,525000,"Fleenstown, Ward, Co. Dublin",Detached,no,809
16365,2,1,,325000,"8 Fitzpatrick Cottages, Harold's Cross, Dublin 6W",Terrace,no,809
16366,3,1,84.0,480000,"23 Bayside Walk, Sutton, Dublin 13",Semi-D,no,809
16367,4,2,168.0,1250000,"Cova Nua, Rugged Lane, Porterstown, Castleknock, Dublin 15",Detached,no,809
16368,3,2,111.0,199000,"Laught Street, Kilfinane, Co. Limerick",Detached,no,809
16369,3,1,94.0,189000,"14 Glentire Heights, Ballaghkeen, Co. Wexford",Semi-D,no,809
16370,5,2,179.0,225000,"Moira's Cottage, Lurgoe, Thurles, Co. Tipperary",Detached,no,809
16371,5,4,224.0,600000,"Bay Meadows, Ballykea, Skerries, Co. Dublin",Detached,no,809
16372,10,3,336.0,265000,"Morenane, Askeaton, Co. Limerick",Detached,no,809
16373,3,1,67.0,149950,"46 Ard Mhuire, Thurles, Co. Tipperary",Terrace,no,809
16374,3,1,,198000,"Meenalig, Cloghan, Lifford, Co. Donegal",Detached,no,810
16375,3,3,186.0,850000,"Greenhall Lodge, Greenhall, Tinahely, Co. Wicklow",Detached,no,810
16376,3,2,139.0,260000,"Mistletoe House, Main Street, Borris-in-Ossory, Co. Laois",Detached,no,810
16377,,,4491.926672332161,49500,"Luggawannia, Headford, Co. Galway",Site,no,810
16378,,,3035.0855894136216,65000,"Balkinstown, Nurney, Co. Kildare",Site,no,810
16379,2,2,73.0,125000,"Main Street, Knocknagoshel, Co. Kerry",Detached,no,810
16380,3,1,86.0,139000,"The Boreen, Cashel, Achill, Co. Mayo",Detached,no,810
16381,3,2,,330000,"1 Drumfinn Road, Ballyfermot, Dublin 10",End of Terrace,no,810
16382,5,5,240.0,375000,"Rose Cottage, Ballysaggart, Lismore, Co. Waterford",Detached,no,810
16383,2,2,90.0,149000,"20 The Green Ashfield Bagenalstown, Bagenalstown, Co. Carlow",Apartment,no,810
16384,4,1,,Price on Application,"Derrymullan, Ballinasloe, Co. Galway",Bungalow,no,810
16385,4,2,100.0,279000,"Castlebar Road, Westport, Co. Mayo",Semi-D,no,810
16386,6,3,200.0,Price on Application,"Gloster, Brosna, Birr, Co. Offaly",Detached,no,810
16387,3,1,102.0,245000,"13 Ard Mor Park, Tallaght, Tallaght, Dublin 24",End of Terrace,no,810
16388,3,3,,Price on Application,"No 9 Barr na Sraide, Ballyheigue, Co. Kerry",Semi-D,no,810
16389,,,2023.3903929424143,75000,"Poulawillin, Miltown Malbay, Co. Clare",Site,no,810
16390,3,2,,130000,"Tarmon, Knock, Kilrush, Co. Clare",Detached,no,810
16391,1,1,,235000,"Glenmore East, Strand, Co. Limerick",Detached,no,810
16392,4,2,167.0,260000,"6 Saint Patrick's Place, New Road, Bandon, Co. Cork",Terrace,no,810
16393,3,1,111.0,245000,"Hillview House, Curraghmore, New Ross, Co. Wexford",Detached,no,810
16394,,,2144.7938165189594,65000,"Trimragh, Letterkenny, Co. Donegal",Site,no,811
16395,4,3,,Price on Application,"Apartment 16, River View, Ballinasloe, Co. Galway",Duplex,no,811
16396,,,2913.682165837077,80000,"Cappaganeen, Beaufort, Co. Kerry",Site,no,811
16397,3,2,,120000,"Claughaun Court, Garryowen, Garryowen, Co. Limerick",Detached,no,811
16398,3,2,111.0,297500,"7 Rectory Grove, Duncormick, Co. Wexford",Detached,no,811
16399,3,3,149.0,272000,"6 Rockview Close, Portlaoise, Co. Laois",Semi-D,no,811
16400,2,3,247.0,1150000,"Penthouse Apartment, Holyrood Castle, Holyrood Park, Sandymount, Dublin 4",Apartment,no,811
16401,3,2,86.0,319500,"104 Cromcastle Road, Coolock, Coolock, Dublin 5",End of Terrace,no,811
16402,3,1,90.0,240000,"28 Deerpark Crescent, Killarney, Co. Kerry",Semi-D,no,811
16403,,,2266.197240095504,150000,"Grange Hill, Ovens, Co. Cork",Site,no,811
16404,2,1,57.0,118000,"Apartment 305, Market Place Apartments Block B, Limerick City, Co. Limerick",Apartment,no,811
16405,16,10,1394.0,800000,"Town Centre, Mohill, Co. Leitrim",Detached,no,811
16406,,,40.46780785884829,225000,"Boyle Shopping Arcade, Bridge Street, Boyle, Co. Roscommon",Site,no,811
16407,3,1,,285000,"53 Gurteen Avenue, Ballyfermot, Dublin 10",Terrace,no,811
16408,10,10,1199.0,2950000,"Slevoir House, Terryglass, Nenagh, Co. Tipperary",Detached,no,811
16409,5,4,306.0,699000,"Tigh Na Croise, Barnisky, Red Cross, Arklow, Co. Wicklow",Detached,no,811
16410,4,3,204.0,400000,"Lisnagry, Loughrea, Co. Galway",Detached,no,811
16411,3,1,78.0,200000,"7 Dublin Hill Lower, Blackpool, Co. Cork",Terrace,no,811
16412,8,3,,360000,"Tirchonaill Street, Donegal Town, Co. Donegal",Terrace,no,811
16413,3,1,83.0,149950,"66 Clonin Estate, Clonin, Rhode, Co. Offaly",Terrace,no,811
16414,4,3,145.0,495000,"22 Chestnut Grove, Bishopstown, Co. Cork",Detached,no,812
16415,4,2,210.0,1500000,"Bohy, 13 Sandycove Road, Sandycove, Co. Dublin",Semi-D,no,812
16416,,,3035.0855894136216,60000,"Moneen, Louisburgh, Co. Mayo",Site,no,812
16417,3,1,,265000,"51 Boyne Crescent, Mayfield, Mayfield, Co. Cork",Townhouse,no,812
16418,,,4046.7807858848287,Price on Application,"Ashroe, Murroe, Co. Limerick",Site,no,812
16419,,,15782.445064950833,80000,"Station Road, Ballaghaderreen, Co. Roscommon",Site,no,812
16420,3,1,92.0,198500,"28 Pairc Bhride, Athy, Co. Kildare",Semi-D,no,812
16421,3,2,112.0,250000,"Pound Street, Sixmilebridge, Co. Clare",Detached,no,812
16422,3,2,82.0,270000,"1A The Village, Glasheen, Co. Cork",End of Terrace,no,812
16423,3,1,79.0,199000,"Ross, Kilbaha, Kilkee, Co. Clare",Detached,no,812
16424,4,2,121.0,235000,"13 Glentaun Close, Creagh, Ballinasloe, Co. Galway",Detached,no,812
16425,,,404.6780785884829,100000,"Meadow View Gortnagross, Athea, Co. Limerick",Site,no,812
16426,3,2,106.0,112500,"Apartment 23, River View, Ballinasloe, Co. Galway",Apartment,no,812
16427,3,2,110.0,390000,"20 Keel Holiday Cottages, Keel, Achill, Co. Mayo",Terrace,no,812
16428,4,3,,155000,"2/3 Summerhill, Nenagh, Co. Tipperary",Townhouse,no,812
16429,3,1,61.0,Price on Application,"Ballingarry, Roscrea, Co. Tipperary",Detached,no,812
16430,2,2,,175000,"9C Spanish Cove Holiday Apartments, East End, Kilkee, Co. Clare",Apartment,no,812
16431,4,1,,240000,"Robinstown, Granard, Co. Longford",Detached,no,812
16432,3,2,141.0,395000,"Balgeeth, Kells, Co. Meath",Detached,no,812
16433,,,4046.7807858848287,100000,"Mullingar Road, Rochfortbridge, Co. Westmeath",Site,no,812
16434,,,4613.330095908705,125000,"Ballybuckley, Bree, Enniscorthy, Co. Wexford",Site,no,813
16435,3,2,157.0,1395000,"2 Grosvenor Terrace, Off Sorrento Road, Dalkey, Co. Dublin",Semi-D,no,813
16436,4,2,113.0,275000,"House and Retail Unit Turfmarket Graiguenamangh, Graiguenamanagh, Co. Kilkenny",Townhouse,no,813
16437,3,2,,255000,"4 Clareview Avenue, Farranshone, Limerick City, Co. Limerick",Terrace,no,813
16438,1,1,12787.82728339606,485000,"Inishnee, Roundstone, Co. Galway",Detached,no,813
16439,6,4,382.0,795000,"Glenariska, Ring, Co. Waterford",Detached,no,813
16440,4,3,,695000,"92 Laverna Way, Castleknock, Dublin 15",Semi-D,no,813
16441,4,3,118.0,259000,"18 Ballagh Cove, The Ballagh, Oulart, Co. Wexford",Detached,no,813
16442,3,2,199.0,420000,"Kilmanahin, Piltown, Co. Kilkenny",Detached,no,813
16443,,,2994.6177815547735,50000,"Site at Caher, Ogonelloe, Co. Clare",Site,no,813
16444,,,6879.527336004209,Price on Application,"Garranereagh, Kilbrittain, Co. Cork",Site,no,813
16445,,,5058.475982356036,Price on Application,"Mount St, Claremorris, Co. Mayo",Site,no,813
16446,4,4,,420000,"29 Quarryvale, Mounthawk, Tralee, Co. Kerry",Detached,no,813
16447,1,1,51.0,195000,"291 Richmond Road, Drumcondra, Drumcondra, Dublin 3",End of Terrace,no,813
16448,,,58759.25701104772,Price on Application,"Coogue South 14.52, Ballyhaunis, Co. Mayo",Site,no,813
16449,,,113188.45858119866,Price on Application,"Coogue South 27.97, Ballyhaunis, Co. Mayo",Site,no,813
16450,,,2023.3903929424143,42000,"Knock, Ballybofey, Co. Donegal",Site,no,813
16451,,,4046.7807858848287,Price on Application,"Kilfoylan, Moate, Co. Westmeath",Site,no,813
16452,2,2,,260000,"24 Bruchlán, Westbury, Limerick City, Co. Limerick",Semi-D,no,813
16453,3,1,,270000,"47 Moorfield Drive, Clondalkin, Dublin 22",End of Terrace,no,813
16454,2,2,125.0,595000,"48 Hollybrook, Brighton Road, Foxrock, Dublin 18",Apartment,no,814
16455,4,2,130.0,599000,"12 Putland Villas, Vevay Road, Bray, Co. Wicklow",Detached,no,814
16456,3,1,121.0,150000,"8 Hillview Drive, Caherslee, Tralee, Co. Kerry",Detached,no,814
16457,,,809.3561571769658,180000,"West End, Bundoran, Co. Donegal",Site,no,814
16458,3,2,95.0,340000,"15 Maple Lawns, Oldtown Demesne, Naas, Co. Kildare",End of Terrace,no,814
16459,,,3035.0855894136216,39500,"Shraigh Hill, Bunnahowen, Belmullet, Co. Mayo",Site,no,814
16460,3,2,175.0,225000,"40 South Street, New Ross, Co. Wexford",End of Terrace,no,814
16461,4,3,166.0,120000,"DOONMEEGIN, Ballymote, Co. Sligo",Detached,no,814
16462,4,1,122.0,350000,"17 Bracken Crescent, North Circular Road, North Circular Road, Co. Limerick",Semi-D,no,814
16463,4,1,184.0,345000,"Greygrove, Kilmihil, Ennis, Co. Clare",Detached,no,814
16464,5,4,203.0,470000,"Leagaun, Moycullen, Co. Galway",Detached,no,814
16465,,,3399.295860143256,35000,"Claddagh East, Lavally, Co. Galway",Site,no,814
16466,,,3035.0855894136216,35000,"Claddagh East, Lavally, Co. Galway",Site,no,814
16467,,,6191.574602403788,Price on Application,"'The Atlantic Hotel', Dooagh, Achill, Co. Mayo",Site,no,814
16468,3,3,100.0,369000,"13 Castlegate Row, Adamstown, Co. Dublin",Semi-D,no,814
16469,3,2,,95000,"Cuilmullagh, Bofeenaun, Ballina, Co. Mayo",Detached,no,814
16470,4,2,,395000,"Dawros, Portnoo, Co. Donegal",Detached,no,814
16471,,,242.80684715308973,Price on Application,"Castleroggy, Aughnasheelan, Co. Leitrim",Site,no,814
16472,3,1,90.0,450000,"50 Richmond Road, Drumcondra, Drumcondra, Dublin 3",Terrace,no,814
16473,,,10764.436890453646,55000,"Carrowteigue, Belmullet, Co. Mayo",Site,no,814
16474,,,390959.4917243333,30000,"Knockananny, Garranard, Crossmolina, Co. Mayo",Site,no,815
16475,4,3,,385000,"Fairfield Lower, Crossmolina, Co. Mayo",Detached,no,815
16476,1,,,220000,"null, Dromore West, Co. Sligo",Detached,no,815
16477,,,3035.0855894136216,Price on Application,"Dooagh, Achill, Co. Mayo",Site,no,815
16478,,,,59950,"Ballycasey, Kildimo, Co. Limerick",Site,no,815
16479,3,2,220.0,395000,"The Old Schoolhouse, Collorus, Kenmare, Co. Kerry",Detached,no,815
16480,2,1,93.0,Price on Application,"Nan's Cottage, Tulligmore, Killorglin, Co. Kerry",Detached,no,815
16481,3,3,,295000,"Ardnawark, Donegal Town, Co. Donegal",Detached,no,815
16482,,,971.2273886123589,120000,"Fountain Court Development Opportunity, Tralee, Co. Kerry",Site,no,815
16483,7,2,340.0,130000,"Kilballyowen Lodge, Carrigaholt, Co. Clare",Detached,no,815
16484,4,1,134.0,350000,"1 Thornleigh Park, Swords, Co. Dublin",End of Terrace,no,815
16485,4,3,161.0,215000,"Roshine Acres, Burtonport, Co. Donegal",Detached,no,815
16486,2,1,112.0,52000,"Ballymore West, Boyle, Co. Roscommon",Detached,no,815
16487,4,3,223.0,385000,"3 Railway Park, Piedmont, Dundalk, Co. Louth",Detached,no,815
16488,,,,95000,"Site SPP, Quay Hill, Westport, Co. Mayo",Site,no,815
16489,4,5,229.0,1750000,"Hazelhurst, Cork City, Co. Cork",Semi-D,no,815
16490,4,3,,299950,"40 Clogher Lé­, Tralee, Co. Kerry",Detached,no,815
16491,6,3,160.0,875000,"Baytownpark, Dunboyne, Co. Meath",Bungalow,no,815
16492,4,3,164.0,210000,"Clooneen, Gurteen, Co. Sligo",Detached,no,815
16493,4,2,110.0,350000,"2 Dubh Carrig, Ardmore, Co. Waterford",Terrace,no,815
16494,6,3,193.0,495000,"Killaspugbrone, Strandhill, Co. Sligo",Detached,no,816
16495,2,2,76.0,179950,"211 An Ré­ Rua, Bettystown Town Centre, Bettystown, Co. Meath",Apartment,no,816
16496,4,2,114.0,650000,"69 Ardagh Park, Blackrock, Co. Dublin",Bungalow,no,816
16497,8,8,374.0,695000,"Kildonagh House, Ballincar, Rosses Point, Co. Sligo",Detached,no,816
16498,1,1,45.0,99000,"Apartment 32, North Court, Quayside Shopping Centre, Sligo, Co. Sligo",Apartment,no,816
16499,,,12099.874549795639,250000,"Clogga Strand, Arklow, Co. Wicklow",Site,no,816
16500,2,,78.0,95000,"Dernaferst  H12 NY73, Lough Gowna, Co. Cavan",Bungalow,no,816
16501,2,3,,179000,"42 Lus Mor, Whiterock, Co. Wexford",End of Terrace,no,816
16502,3,2,,285000,"Apartment 3, Lissadell, Newtownmountkennedy, Co. Wicklow",Apartment,no,816
16503,,,2023.3903929424143,Price on Application,"Liscahane, Millstreet, Co. Cork",Site,no,816
16504,1,1,34.0,299000,"35 Millmount Grove, Dundrum Road, Dundrum, Dublin 14",Terrace,no,816
16505,1,1,,189950,"Apartment 12, Bolton Square, Dublin 1",Apartment,no,816
16506,2,2,80.0,375000,"121 Rose Hill, Wicklow Town, Co. Wicklow",Bungalow,no,816
16507,,,,60000,"Gowlan, Clifden, Co. Galway",Site,no,816
16508,4,2,,250000,"Ashdoon, Donegal Town, Co. Donegal",Detached,no,816
16509,,,2832.74655011938,120000,"Shandrum, Newport, Co. Mayo",Site,no,816
16510,6,5,360.0,950000,"Síocháin, Kilmurray, Gorey, Co. Wexford",Detached,no,816
16511,3,3,194.0,750000,"280 Redford Park, Greystones, Co. Wicklow",Bungalow,no,816
16512,3,1,,250000,"Gurranes, Castletownshend, Co. Cork",Detached,no,816
16513,,,404.6780785884829,80000,"John Street, Carrick-on-Suir, Co. Tipperary",Site,no,816
16514,5,3,243.0,1750000,"138 Tritonville Road Sandymount Dublin 4, Sandymount, Dublin 4",Terrace,no,817
16515,9,9,220.0,850000,"Bedlesshill House, Clondalkin, Dublin 22",Detached,no,817
16516,,,6474.849257415726,500000,"Site at cup and saucer, Ramelton, Co. Donegal",Site,no,817
16517,4,5,,310000,"39 Caireal Mor, Castlegar, Co. Galway",Terrace,no,817
16518,5,2,125.0,145000,"Derry Beg, Tynagh, Loughrea, Co. Galway",Detached,no,817
16519,,,12140.342357654486,70000,"Rathkeery Tiobhine, Frenchpark, Co. Roscommon",Site,no,817
16520,4,2,120.0,695000,"7 Cypress Grove South, Templeogue, Dublin 6W",Semi-D,no,817
16521,4,2,185.0,895000,"37 George's Avenue, Blackrock, Co. Dublin",Detached,no,817
16522,5,5,408.0,2450000,"Beech House, Hainault Road, Foxrock, Dublin 18",Detached,no,817
16523,5,3,8295.900611063898,795000,"Doon East, Rosscahill, Co. Galway",Detached,no,817
16524,4,3,185.0,430000,"Tubber Road, Gort, Co. Galway",Detached,no,817
16525,3,1,80.0,415000,"29 Shanganagh Cliffs, Shankill, Dublin 18",Terrace,no,817
16526,2,1,88.0,165000,"13 Wolfe Tone Street, Clonakilty, Co. Cork",Terrace,no,817
16527,3,1,91.0,150000,"11 Upper Main Street, Ballyhaunis, Co. Mayo",End of Terrace,no,817
16528,,,2104.3260086601113,50000,"Ryehill Demesne , Monivea , Monivea, Co. Galway",Site,no,817
16529,4,4,187.0,Price on Application,"4 Kilgrovan, Clonea, Dungarvan, Co. Waterford",Bungalow,no,817
16530,,,8093.561571769657,70000,"Barbane, Broadford, Co. Clare",Site,no,817
16531,4,4,,275000,"12 The Spires, Westport Road, Clifden, Co. Galway",Semi-D,no,817
16532,4,2,,279000,"33 Brookfield Manor, Donegal Town, Co. Donegal",Detached,no,817
16533,,,2023.3903929424143,45000,"Ballybane, Colmanstown, Co. Galway",Site,no,817
16534,4,1,93.0,230000,"6 Árd Aoibhinn, Monivea, Co. Galway",Semi-D,no,818
16535,5,4,191.0,1250000,"14 Sandyford Green, Sandyford, Dublin 18",Detached,no,818
16536,,,2023.3903929424143,50000,"Currafaireen , Monivea , Monivea, Co. Galway",Site,no,818
16537,3,2,105.0,330000,"34 Fortunes Walk, Citywest, Co. Dublin",Duplex,no,818
16538,6,4,290.0,2850000,"Tragara, Nerano Road, Dalkey, Co. Dublin",Detached,no,818
16539,,,607.0171178827243,250000,"Ard Haven, Portnablagh, Co. Donegal",Site,no,818
16540,4,3,,275000,"12 The Spires, Westport Road, Clifden, Co. Galway",Semi-D,no,818
16541,4,2,173.0,280000,"Saint Priscilas, Baylough, Athlone, Co. Westmeath",Detached,no,818
16542,,,57868.965238153054,240000,"14 Acre Site, Baldrumman, Lusk, Co. Dublin",Site,no,818
16543,,,2306.6650479543523,85000,"Knockbeg, Collooney, Co. Sligo",Site,no,818
16544,,,4046.7807858848287,50000,"Tividinna, Donaghmoyne, Castleblayney, Co. Monaghan",Site,no,818
16545,4,2,,235000,"Drumcree, Annaduff, Carrick-on-Shannon, Co. Leitrim",Detached,no,818
16546,5,2,155.0,425000,"3 Clifton Ville, Ennis Road, Ennis Road, Co. Limerick",Semi-D,no,818
16547,,,1416.37327505969,80000,"Old Creagh School, Creagh, Baltimore, Co. Cork",Site,no,818
16548,2,1,74.0,95000,"Billypark, Cross, Cross, Co. Mayo",Detached,no,818
16549,6,7,,390000,"Mardan House, New Row, Killybegs, Co. Donegal",End of Terrace,no,818
16550,5,3,,285000,"Sheil Avenue, Bundoran, Co. Donegal",Detached,no,818
16551,2,2,65.0,275000,"Apartment 77, Block 3, Parklands, Northwood, Santry, Dublin 9",Apartment,no,818
16552,2,1,87.0,170000,"Bobbit Cottage, Raheendonore, Graiguenamanagh, Co. Kilkenny",Detached,no,818
16553,5,3,300.0,475000,"Robinstown, Clonroche, Co. Wexford",Detached,no,818
16554,,,2023.3903929424143,Price on Application,"Bill Barry's Road, Schull, Co. Cork",Site,no,819
16555,,,42491.1982517907,180000,"Knockroe, Bonniconlon, Co. Mayo",Site,no,819
16556,,,6070.171178827243,Price on Application,"Kilkenny Rd, Castlecomer, Co. Kilkenny",Site,no,819
16557,9,8,,475000,"Ballyhooly Lodge, Castleblagh, Ballyhooly, Co. Cork",Detached,no,819
16558,5,8,,2500000,"Tudor Lodge, Violet Hill, Killiney, Co. Dublin",Detached,no,819
16559,3,3,,495000,"Mulroy Cottage, Kerrykeel, Co. Donegal",Detached,no,819
16560,2,1,87.0,170000,"Bobbit Cottage, Raheendonore, Graiguenamanagh, Co. Kilkenny",Detached,no,819
16561,,,809.3561571769658,450000,"Back road, Malahide, Co. Dublin",Site,no,819
16562,3,1,97.0,235000,"62 Marian Villas, Arklow, Co. Wicklow",Terrace,no,819
16563,,,1699.647930071628,1150000,"1 Edward Road, Bray, Co. Wicklow",Site,no,819
16564,2,1,,125000,"50 College View, Mountmellick, Co. Laois",Apartment,no,819
16565,4,3,,199000,"64 Clooneen Park, Manorhamilton, Co. Leitrim",Semi-D,no,819
16566,3,3,115.0,230000,"Ballynashannagh, Portsalon, Co. Donegal",Bungalow,no,819
16567,2,2,73.0,240000,"195 Millbrook, Johnstown, Navan, Co. Meath",Terrace,no,819
16568,4,3,204.0,420000,"Tír Na Darach, Drummerrill, Inniskeen, Co. Monaghan",Detached,no,819
16569,5,4,,495000,"37 Cnoc An Cairn, Chapel Lane, Dingle, Co. Kerry",Semi-D,no,819
16570,2,1,62.0,450000,"3 Norwood, Ballybrack, Glenageary, Co. Dublin",Detached,no,819
16571,3,1,77.0,185000,"18 An Corrán, Crinkle, Birr, Co. Offaly",Semi-D,no,819
16572,4,3,146.0,760000,"1 Hunters Haven, Ballycullen, Dublin 24",Detached,no,819
16573,4,2,,Price on Application,"Clardrumnagahan, Donegal Town, Co. Donegal",Detached,no,819
16574,,,323.7424628707863,20000,"Main Street, Ballymoe, Co. Galway",Site,no,820
16575,4,4,,495000,"19 St. Brigids Road Upper (4 Self Contained Units), Drumcondra, Dublin 9",Terrace,no,820
16576,6,4,428.0,1100000,"Glenlucan House, Glenlucan Court, Killarney Road, Bray, Co. Wicklow",Detached,no,820
16577,4,4,115.0,395000,"48 Innisfallen Parade (4 Self Contained Units), Phibsborough, Dublin 7",End of Terrace,no,820
16578,2,2,84.0,240000,"42 Jolly Mariner, Athlone, Co. Westmeath",Apartment,no,820
16579,3,1,75.0,450000,"77 Cromwellsfort Road, Walkinstown, Dublin 12",Terrace,no,820
16580,2,1,60.0,80000,"Apartment 14, Buttermarket Apartments, Sligo, Co. Sligo",Apartment,no,820
16581,3,2,82.0,250000,"Rosebank Place, Clondalkin, Dublin 22",Apartment,no,820
16582,3,1,115.0,625000,"181 Balally Drive, Dundrum, Dublin 16",Semi-D,no,820
16583,3,2,123.0,225000,"3 Saint John's Villas, Waterford City, Co. Waterford",Semi-D,no,820
16584,,,3439.7636680021046,725000,"Site, 86 Carysfort Avenue, Blackrock, Co. Dublin",Site,no,820
16585,21,23,798.0,5000000,"Waterloo House, 8-10 Waterloo Road, Ballsbridge, Dublin 4",Terrace,no,820
16586,4,2,1515.0,Price on Application,"Tooreen, Walsh Island, Co. Offaly",Detached,no,820
16587,,,,120000,"B, BBCrofton Court, Golf Links Road, Roscommon Town, Co. Roscommon",Site,no,820
16588,3,2,325.0,360000,"James St, Claremorris, Co. Mayo",Semi-D,no,820
16589,,,2185.261624377808,45000,"Barnaderg, Tuam, Co. Galway",Site,no,820
16590,,,3196.956820849015,Price on Application,"Courtmacsherry, Co. Cork",Site,no,820
16591,4,3,180.0,300000,"Radbrook, Hartley, Carrick-on-Shannon, Co. Leitrim",Detached,no,820
16592,5,3,,370000,"21 Salmon Weir, Annacotty, Co. Limerick",Detached,no,820
16593,4,3,366.0,650000,"Fernleigh, Park, Stradbally, Co. Laois",Detached,no,820
16594,,,2023.3903929424143,80000,"Calliaghstown, Kells, Co. Meath",Site,no,821
16595,,,2670.875318683987,Price on Application,"SAINT DOMINIC'S PAROCHIAL HALL, Creagh, Keenagh, Co. Longford",Site,no,821
16596,4,2,160.0,750000,"An Doirin, The Wood, Dingle, Co. Kerry",Detached,no,821
16597,3,1,86.0,185000,"Tanglewood, Mayne, Coole, Co. Westmeath",Detached,no,821
16598,,,4046.7807858848287,Price on Application,"Ballyorban, Monkstown, Co. Cork",Site,no,821
16599,3,4,128.0,339000,"1 Killard Road, Doonbeg, Doonbeg, Co. Clare",Semi-D,no,821
16600,3,1,,319000,"114 Edgewood Lawns, Blanchardstown, Dublin 15",Semi-D,no,821
16601,4,2,160.0,750000,"An Doirin, The Wood, Dingle, Co. Kerry",Detached,no,821
16602,6,3,245.0,450000,"Gloves Middle, Athenry, Co. Galway",Bungalow,no,821
16603,2,1,58.0,375000,"15 Millmount Grove, Windy Arbour, Dundrum, Dublin 14",Terrace,no,821
16604,,,3075.55339727247,55000,"Ballyhowley, Knock, Co. Mayo",Site,no,821
16605,6,2,,185000,"Braide, Glencolmcille, Co. Donegal",Detached,no,821
16606,,,22459.6333616608,Price on Application,"Ballyhowley, Knock, Co. Mayo",Site,no,821
16607,3,2,87.0,290000,"4 Manor Green, Grange Manor, Ballincollig, Co. Cork",End of Terrace,no,821
16608,5,5,557.0,Price on Application,"Srahmore, Newport, Co. Mayo",Detached,no,821
16609,3,3,87.0,290000,"4 Manor Green, Grange Manor, Ovens, Co. Cork",End of Terrace,no,821
16610,2,2,72.0,129000,"55 Block G, Hawthorn Village, Castlebar, Co. Mayo",Apartment,no,821
16611,,,2670.875318683987,80000,"Stradbally Plot, Castlegregory, Co. Kerry",Site,no,821
16612,,,3196.956820849015,55000,"STAR OF THE SEA, Gortnasythe, Athlone, Co. Roscommon",Site,no,821
16613,2,1,,140000,"4 The Old Weir, Carrick-Beg, Carrick-on-Suir, Co. Tipperary",Terrace,no,821
16614,4,2,130.0,225000,"Melbourne House, Gortnahoe Village, Thurles, Co. Tipperary",Detached,no,822
16615,4,3,296.0,550000,"Carrigane, 4 Ticknock Close, Briggs Lane, Arklow, Co. Wicklow",Detached,no,822
16616,,,3035.0855894136216,60000,"Rathcabbin Village, Rathcabbin, Co. Tipperary",Site,no,822
16617,,,2711.3431265428353,55000,"STAR OF THE SEA, Gortnasythe, Curraghboy, Co. Roscommon",Site,no,822
16618,4,2,153.0,520000,"55 Broadway Road, Blanchardstown, Blanchardstown, Dublin 15",Semi-D,no,822
16619,3,2,,325000,"Duntryleague, Garryspillane, Co. Limerick",Bungalow,no,822
16620,4,1,124.0,199000,"Clooneen, Manorhamilton, Co. Leitrim",Detached,no,822
16621,,,5098.943790214885,60000,"Ballycleary, Castletown, Co. Laois",Site,no,822
16622,,,16187.123143539315,80000,"Killard, Doonbeg, Co. Clare",Site,no,822
16623,,,4046.7807858848287,150000,"No 8 Lough Ernie Park, Inchycullane, Killarney, Co. Kerry",Site,no,822
16624,4,3,206.0,1400000,"73/74 Ardoyne House, Donnybrook, Dublin 4",Apartment,no,822
16625,,,3642.102707296346,Price on Application,"Main Street, Carnew, Co. Wicklow",Site,no,822
16626,4,3,,Price on Application,"Pearse Road, Letterkenny, Co. Donegal",Townhouse,no,822
16627,4,3,139.0,210000,"1 Manor Grove, Kinlough, Co. Leitrim",Detached,no,822
16628,4,1,125.0,249000,"Kilmore Lower, Clondra, Co. Longford",Detached,no,822
16629,1,1,,195000,"5A Orchard Lane, Dingle, Co. Kerry",Apartment,no,822
16630,1,,,Price on Application,"Barnahely, Main Street, Ringaskiddy, Co. Cork",Semi-D,no,822
16631,3,1,,395000,"32 Muckross Green, Perrystown, Perrystown, Dublin 12",Terrace,no,822
16632,3,2,91.0,299000,"12 Monastery Gate avenue, Clondalkin, Dublin 22",Terrace,no,822
16633,3,1,,395000,"32 Muckross Green, Perrystown, Perrystown, Dublin 12",Terrace,no,822
16634,,,4046.7807858848287,Price on Application,"Bealnamulla, Athlone, Co. Roscommon",Site,no,823
16635,,,1011.6951964712072,150000,"Lifford Site, Gort Road, Ennis, Co. Clare",Site,no,823
16636,5,1,,245000,"Balliniska, Feohanagh, Co. Limerick",Detached,no,823
16637,8,3,272.0,Price on Application,"Upper Bridge Street, Athboy, Co. Meath",Detached,no,823
16638,,,2387.600663672049,400000,"Monksland, Athlone, Co. Roscommon",Site,no,823
16639,,,2023.3903929424143,Price on Application,"Caherline, Caherconlish, Co. Limerick",Site,no,823
16640,,,275181.09344016836,Price on Application,"c. 68 acres at Waltons Grove, Mount Juliet, Thomastown, Co. Kilkenny",Site,no,823
16641,3,2,130.0,650000,"73 Meadowmount, Churchtown, Churchtown, Dublin 14",Semi-D,no,823
16642,6,4,,340000,"41 Woodlawn, Stranorlar, Co. Donegal",Detached,no,823
16643,4,3,170.0,395000,"Greenogue, Ardnacloghy, Bantry, Co. Cork",Detached,no,823
16644,4,3,124.0,340000,"Sarren, 49 Larchfield, Blackpool, Co. Cork",Semi-D,no,823
